"Variables ->","x"
"2001-12-06",1.62200000e+01
"2001-12-13",7.94300000e+01
"2001-12-20",3.11200000e+01
"2001-12-27",5.28500000e+01
"2002-01-03",1.65600000e+01
"2002-01-10",6.02000000e+01
"2002-01-17",2.63000000e+01
"2002-01-24",6.54100000e+01
"2002-01-31",6.89200000e+01
"2002-02-07",7.48200000e+01
"2002-02-14",4.50500000e+01
"2002-02-21",8.38000000e+00
"2002-02-28",2.29000000e+01
"2002-03-07",9.13300000e+01
"2002-03-14",1.52400000e+01
"2002-03-21",8.25800000e+01
"2002-03-28",5.38300000e+01
"2002-04-04",9.96100000e+01
"2002-04-11",7.82000000e+00
"2002-04-18",4.42700000e+01
"2002-04-25",1.06700000e+01
"2002-05-02",9.61900000e+01
"2002-05-09",4.60000000e-01
"2002-05-16",7.74900000e+01
"2002-05-23",8.17300000e+01
"2002-05-30",8.68700000e+01
"2002-06-06",8.44000000e+00
"2002-06-13",3.99800000e+01
"2002-06-20",2.59900000e+01
"2002-06-27",8.00100000e+01
"2002-07-04",4.31400000e+01
"2002-07-11",9.10600000e+01
"2002-07-18",1.81800000e+01
"2002-07-25",2.63800000e+01
"2002-08-01",1.45500000e+01
"2002-08-08",1.36100000e+01
"2002-08-15",8.69300000e+01
"2002-08-22",5.79700000e+01
"2002-08-29",5.49900000e+01
"2002-09-05",1.45000000e+01
"2002-09-12",8.53000000e+01
"2002-09-19",6.22100000e+01
"2002-09-26",3.51000000e+01
"2002-10-03",5.13200000e+01
"2002-10-10",4.01800000e+01
"2002-10-17",7.60000000e+00
"2002-10-24",2.39900000e+01
"2002-10-31",1.23300000e+01
"2002-11-07",1.83900000e+01
"2002-11-14",2.40000000e+01
"2002-11-21",4.17300000e+01
"2002-11-28",4.97000000e+00
"2002-12-05",9.02700000e+01
"2002-12-12",9.44800000e+01
"2002-12-19",4.90900000e+01
"2002-12-26",4.89300000e+01
"2003-01-02",3.37700000e+01
"2003-01-09",9.00100000e+01
"2003-01-16",3.69200000e+01
"2003-01-23",1.11200000e+01
"2003-01-30",7.80300000e+01
"2003-02-06",3.89700000e+01
"2003-02-13",2.41700000e+01
"2003-02-20",4.03900000e+01
"2003-02-27",9.65000000e+00
"2003-03-06",1.32000000e+01
"2003-03-13",9.42100000e+01
"2003-03-20",9.56100000e+01
"2003-03-27",5.75200000e+01
"2003-04-03",5.98000000e+00
"2003-04-10",2.34800000e+01
"2003-04-17",3.53200000e+01
"2003-04-24",8.21200000e+01
"2003-05-01",1.54000000e+00
"2003-05-08",4.30000000e+00
"2003-05-15",1.69000000e+01
"2003-05-22",6.49100000e+01
"2003-05-29",7.31700000e+01
"2003-06-05",6.47700000e+01
"2003-06-12",4.50900000e+01
"2003-06-19",5.47000000e+01
"2003-06-26",2.96300000e+01
"2003-07-03",7.44700000e+01
"2003-07-10",1.89000000e+01
"2003-07-17",6.86800000e+01
"2003-07-24",1.83500000e+01
"2003-07-31",3.68500000e+01
"2003-08-07",6.25600000e+01
"2003-08-14",7.80200000e+01
"2003-08-21",8.11000000e+00
"2003-08-28",9.29400000e+01
"2003-09-04",7.75700000e+01
"2003-09-11",4.86800000e+01
"2003-09-18",4.35900000e+01
"2003-09-25",4.46800000e+01
"2003-10-02",3.06300000e+01
"2003-10-09",5.08500000e+01
"2003-10-16",5.10800000e+01
"2003-10-23",8.17600000e+01
"2003-10-30",7.94800000e+01
"2003-11-06",6.44300000e+01
"2003-11-13",3.78600000e+01
"2003-11-20",8.11600000e+01
"2003-11-27",5.32800000e+01
"2003-12-04",3.50700000e+01
"2003-12-11",9.39000000e+01
"2003-12-18",8.75900000e+01
"2003-12-25",5.50200000e+01
"2004-01-01",6.22500000e+01
"2004-01-08",5.87000000e+01
"2004-01-15",2.07700000e+01
"2004-01-22",3.01200000e+01
"2004-01-29",4.70900000e+01
"2004-02-05",2.30500000e+01
"2004-02-12",8.44300000e+01
"2004-02-19",1.94800000e+01
"2004-02-26",2.25900000e+01
"2004-03-04",1.70700000e+01
"2004-03-11",2.27700000e+01
"2004-03-18",4.35700000e+01
"2004-03-25",3.11100000e+01
"2004-04-01",9.23400000e+01
"2004-04-08",4.30200000e+01
"2004-04-15",1.84800000e+01
"2004-04-22",9.04900000e+01
"2004-04-29",9.79700000e+01
"2004-05-06",4.38900000e+01
"2004-05-13",1.11100000e+01
"2004-05-20",2.58100000e+01
"2004-05-27",4.08700000e+01
"2004-06-03",5.94900000e+01
"2004-06-10",2.62200000e+01
"2004-06-17",6.02800000e+01
"2004-06-24",7.11200000e+01
"2004-07-01",2.21700000e+01
"2004-07-08",1.17400000e+01
"2004-07-15",2.96700000e+01
"2004-07-22",3.18800000e+01
"2004-07-29",4.24200000e+01
"2004-08-05",5.07900000e+01
"2004-08-12",8.55000000e+00
"2004-08-19",2.62500000e+01
"2004-08-26",8.01000000e+01
"2004-09-02",2.92000000e+00
"2004-09-09",9.28900000e+01
"2004-09-16",7.30300000e+01
"2004-09-23",4.88600000e+01
"2004-09-30",5.78500000e+01
"2004-10-07",2.37300000e+01
"2004-10-14",4.58800000e+01
"2004-10-21",9.63100000e+01
"2004-10-28",5.46800000e+01
"2004-11-04",5.21100000e+01
"2004-11-11",2.31600000e+01
"2004-11-18",4.88900000e+01
"2004-11-25",6.24100000e+01
"2004-12-02",6.79100000e+01
"2004-12-09",3.95500000e+01
"2004-12-16",3.67400000e+01
"2004-12-23",9.88000000e+01
"2004-12-30",3.77000000e+00
"2005-01-06",8.85200000e+01
"2005-01-13",9.13300000e+01
"2005-01-20",7.96200000e+01
"2005-01-27",9.87000000e+00
"2005-02-03",2.61900000e+01
"2005-02-10",3.35400000e+01
"2005-02-17",6.79700000e+01
"2005-02-24",1.36600000e+01
"2005-03-03",7.21200000e+01
"2005-03-10",1.06800000e+01
"2005-03-17",6.53800000e+01
"2005-03-24",4.94200000e+01
"2005-03-31",7.79100000e+01
"2005-04-07",7.15000000e+01
"2005-04-14",9.03700000e+01
"2005-04-21",8.90900000e+01
"2005-04-28",3.34200000e+01
"2005-05-05",6.98700000e+01
"2005-05-12",1.97800000e+01
"2005-05-19",3.05000000e+00
"2005-05-26",7.44100000e+01
"2005-06-02",5.00000000e+01
"2005-06-09",4.79900000e+01
"2005-06-16",9.04700000e+01
"2005-06-23",6.09900000e+01
"2005-06-30",6.17700000e+01
"2005-07-07",8.59400000e+01
"2005-07-14",8.05500000e+01
"2005-07-21",5.76700000e+01
"2005-07-28",1.82900000e+01
"2005-08-04",2.39900000e+01
"2005-08-11",8.86500000e+01
"2005-08-18",2.87000000e+00
"2005-08-25",4.89900000e+01
"2005-09-01",1.67900000e+01
"2005-09-08",9.78700000e+01
"2005-09-15",7.12700000e+01
"2005-09-22",5.00500000e+01
"2005-09-29",4.71100000e+01
"2005-10-06",5.96000000e+00
"2005-10-13",6.82000000e+01
"2005-10-20",4.24000000e+00
"2005-10-27",7.14000000e+00
"2005-11-03",5.21600000e+01
"2005-11-10",9.67000000e+00
"2005-11-17",8.18100000e+01
"2005-11-24",8.17500000e+01
"2005-12-01",7.22400000e+01
"2005-12-08",1.49900000e+01
"2005-12-15",6.59600000e+01
"2005-12-22",5.18600000e+01
"2005-12-29",9.73000000e+01
"2006-01-05",6.49000000e+01
"2006-01-12",8.00300000e+01
"2006-01-19",4.53800000e+01
"2006-01-26",4.32400000e+01
"2006-02-02",8.25300000e+01
"2006-02-09",8.35000000e+00
"2006-02-16",1.33200000e+01
"2006-02-23",1.73400000e+01
"2006-03-02",3.90900000e+01
"2006-03-09",8.31400000e+01
"2006-03-16",8.03400000e+01
"2006-03-23",6.05000000e+00
"2006-03-30",3.99300000e+01
"2006-04-06",5.26900000e+01
"2006-04-13",4.16800000e+01
"2006-04-20",6.56900000e+01
"2006-04-27",6.28000000e+01
"2006-05-04",2.92000000e+01
"2006-05-11",4.31700000e+01
"2006-05-18",1.55000000e+00
"2006-05-25",9.84100000e+01
"2006-06-01",1.67200000e+01
"2006-06-08",1.06200000e+01
"2006-06-15",3.72400000e+01
"2006-06-22",1.98100000e+01
"2006-06-29",4.89700000e+01
"2006-07-06",3.39500000e+01
"2006-07-13",9.51600000e+01
"2006-07-20",9.20300000e+01
"2006-07-27",5.27000000e+00
"2006-08-03",7.37900000e+01
"2006-08-10",2.69100000e+01
"2006-08-17",4.22800000e+01
"2006-08-24",5.47900000e+01
"2006-08-31",9.42700000e+01
"2006-09-07",4.17700000e+01
"2006-09-14",9.83100000e+01
"2006-09-21",3.01500000e+01
"2006-09-28",7.01100000e+01
"2006-10-05",6.66300000e+01
"2006-10-12",5.39100000e+01
"2006-10-19",6.98100000e+01
"2006-10-26",6.66500000e+01
"2006-11-02",1.78100000e+01
"2006-11-09",1.28000000e+01
"2006-11-16",9.99100000e+01
"2006-11-23",1.71100000e+01
"2006-11-30",3.26000000e+00
"2006-12-07",5.61200000e+01
"2006-12-14",8.81900000e+01
"2006-12-21",6.69200000e+01
"2006-12-28",1.90400000e+01
"2007-01-04",3.68900000e+01
"2007-01-11",4.60700000e+01
"2007-01-18",9.81600000e+01
"2007-01-25",1.56400000e+01
"2007-02-01",8.55500000e+01
"2007-02-08",6.44800000e+01
"2007-02-15",3.76300000e+01
"2007-02-22",1.90900000e+01
"2007-03-01",4.28300000e+01
"2007-03-08",4.82000000e+01
"2007-03-15",1.20600000e+01
"2007-03-22",5.89500000e+01
"2007-03-29",2.26200000e+01
"2007-04-05",3.84600000e+01
"2007-04-12",5.83000000e+01
"2007-04-19",2.51800000e+01
"2007-04-26",2.90400000e+01
"2007-05-03",6.17100000e+01
"2007-05-10",2.65300000e+01
"2007-05-17",8.24400000e+01
"2007-05-24",9.82700000e+01
"2007-05-31",7.30200000e+01
"2007-06-07",3.43900000e+01
"2007-06-14",5.84100000e+01
"2007-06-21",1.07800000e+01
"2007-06-28",9.06300000e+01
"2007-07-05",8.79700000e+01
"2007-07-12",8.17800000e+01
"2007-07-19",2.60700000e+01
"2007-07-26",5.94400000e+01
"2007-08-02",2.25000000e+00
"2007-08-09",4.25300000e+01
"2007-08-16",3.12700000e+01
"2007-08-23",1.61500000e+01
"2007-08-30",1.78800000e+01
"2007-09-06",4.22900000e+01
"2007-09-13",9.42000000e+00
"2007-09-20",5.98500000e+01
"2007-09-27",4.70900000e+01
"2007-10-04",6.95900000e+01
"2007-10-11",6.99900000e+01
"2007-10-18",6.38500000e+01
"2007-10-25",3.36000000e+00
"2007-11-01",6.88000000e+00
"2007-11-08",3.19600000e+01
"2007-11-15",5.30900000e+01
"2007-11-22",6.54400000e+01
"2007-11-29",4.07600000e+01
"2007-12-06",8.20000000e+01
"2007-12-13",7.18400000e+01
"2007-12-20",9.68600000e+01
"2007-12-27",5.31300000e+01
"2008-01-03",3.25100000e+01
"2008-01-10",1.05600000e+01
"2008-01-17",6.11000000e+01
"2008-01-24",7.78800000e+01
"2008-01-31",4.23500000e+01
"2008-02-07",9.08000000e+00
"2008-02-14",2.66500000e+01
"2008-02-21",1.53700000e+01
"2008-02-28",2.81000000e+01
"2008-03-06",4.40100000e+01
"2008-03-13",5.27100000e+01
"2008-03-20",4.57400000e+01
"2008-03-27",8.75400000e+01
"2008-04-03",5.18100000e+01
"2008-04-10",9.43600000e+01
"2008-04-17",6.37700000e+01
"2008-04-24",9.57700000e+01
"2008-05-01",2.40700000e+01
"2008-05-08",6.76100000e+01
"2008-05-15",2.89100000e+01
"2008-05-22",6.71800000e+01
"2008-05-29",6.95100000e+01
"2008-06-05",6.80000000e+00
"2008-06-12",2.54800000e+01
"2008-06-19",2.24000000e+01
"2008-06-26",6.67800000e+01
"2008-07-03",8.44400000e+01
"2008-07-10",3.44500000e+01
"2008-07-17",7.80500000e+01
"2008-07-24",6.75300000e+01
"2008-07-31",6.70000000e-01
"2008-08-07",6.02200000e+01
"2008-08-14",3.86800000e+01
"2008-08-21",9.16000000e+01
"2008-08-28",1.20000000e-01
"2008-09-04",4.62400000e+01
"2008-09-11",4.24300000e+01
"2008-09-18",4.60900000e+01
"2008-09-25",7.70200000e+01
"2008-10-02",3.22500000e+01
"2008-10-09",7.84700000e+01
"2008-10-16",4.71400000e+01
"2008-10-23",3.58000000e+00
"2008-10-30",1.75900000e+01
"2008-11-06",7.21800000e+01
"2008-11-13",4.73500000e+01
"2008-11-20",1.52700000e+01
"2008-11-27",3.41100000e+01
"2008-12-04",6.07400000e+01
"2008-12-11",1.91700000e+01
"2008-12-18",7.38400000e+01
"2008-12-25",2.42800000e+01
"2009-01-01",9.17400000e+01
"2009-01-08",2.69100000e+01
"2009-01-15",7.65500000e+01
"2009-01-22",1.88700000e+01
"2009-01-29",2.87500000e+01
"2009-02-05",9.11000000e+00
"2009-02-12",5.76200000e+01
"2009-02-19",6.83400000e+01
"2009-02-26",5.46600000e+01
"2009-03-05",4.25700000e+01
"2009-03-12",6.44400000e+01
"2009-03-19",6.47600000e+01
"2009-03-26",6.79000000e+01
"2009-04-02",6.35800000e+01
"2009-04-09",9.45200000e+01
"2009-04-16",2.08900000e+01
"2009-04-23",7.09300000e+01
"2009-04-30",2.36200000e+01
"2009-05-07",1.19400000e+01
"2009-05-14",6.07300000e+01
"2009-05-21",4.50100000e+01
"2009-05-28",4.58700000e+01
"2009-06-04",6.61900000e+01
"2009-06-11",7.70300000e+01
"2009-06-18",3.50200000e+01
"2009-06-25",6.62000000e+01
"2009-07-02",4.16200000e+01
"2009-07-09",8.41900000e+01
"2009-07-16",8.32900000e+01
"2009-07-23",2.56400000e+01
"2009-07-30",6.13500000e+01
"2009-08-06",5.82200000e+01
"2009-08-13",5.40700000e+01
"2009-08-20",8.69900000e+01
"2009-08-27",2.64800000e+01
"2009-09-03",3.18100000e+01
"2009-09-10",1.19200000e+01
"2009-09-17",9.39800000e+01
"2009-09-24",6.45600000e+01
"2009-10-01",4.79500000e+01
"2009-10-08",6.39300000e+01
"2009-10-15",5.44700000e+01
"2009-10-22",6.47300000e+01
"2009-10-29",5.43900000e+01
"2009-11-05",7.21000000e+01
"2009-11-12",5.22500000e+01
"2009-11-19",9.93700000e+01
"2009-11-26",2.18700000e+01
"2009-12-03",1.05800000e+01
"2009-12-10",1.09700000e+01
"2009-12-17",6.36000000e+00
"2009-12-24",4.04600000e+01
"2009-12-31",4.48400000e+01
"2010-01-07",3.65800000e+01
"2010-01-14",7.63500000e+01
"2010-01-21",6.27900000e+01
"2010-01-28",7.72000000e+01
"2010-02-04",9.32900000e+01
"2010-02-11",9.72700000e+01
"2010-02-18",1.92000000e+01
"2010-02-25",1.38900000e+01
"2010-03-04",6.96300000e+01
"2010-03-11",9.38000000e+00
"2010-03-18",5.25400000e+01
"2010-03-25",5.30300000e+01
"2010-04-01",8.61100000e+01
"2010-04-08",4.84900000e+01
"2010-04-15",3.93500000e+01
"2010-04-22",6.71400000e+01
"2010-04-29",7.41300000e+01
"2010-05-06",5.20100000e+01
"2010-05-13",3.47700000e+01
"2010-05-20",1.50000000e+01
"2010-05-27",5.86100000e+01
"2010-06-03",2.62100000e+01
"2010-06-10",4.45000000e+00
"2010-06-17",7.54900000e+01
"2010-06-24",2.42800000e+01
"2010-07-01",4.42400000e+01
"2010-07-08",6.87800000e+01
"2010-07-15",3.59200000e+01
"2010-07-22",7.36300000e+01
"2010-07-29",3.94700000e+01
"2010-08-05",6.83400000e+01
"2010-08-12",7.04000000e+01
"2010-08-19",4.42300000e+01
"2010-08-26",1.96000000e+00
"2010-09-02",3.30900000e+01
"2010-09-09",4.24300000e+01
"2010-09-16",2.70300000e+01
"2010-09-23",1.97100000e+01
"2010-09-30",8.21700000e+01
"2010-10-07",4.29900000e+01
"2010-10-14",8.87800000e+01
"2010-10-21",3.91200000e+01
"2010-10-28",7.69100000e+01
"2010-11-04",3.96800000e+01
"2010-11-11",8.08500000e+01
"2010-11-18",7.55100000e+01
"2010-11-25",3.77400000e+01
"2010-12-02",2.16000000e+01
"2010-12-09",7.90400000e+01
"2010-12-16",9.49300000e+01
"2010-12-23",3.27600000e+01
"2010-12-30",6.71300000e+01
